,S537_AD1,S538_AD2,S539_AD3,S540_AD4,S541_AD5,S542_AD6,S958_AD1,S959_AD2,S960_AD3,S961_AD4,S962_AD5,S963_AD6,S1189_AD1,S1190_AD2,S1191_AD3,S1192_AD4,S1193_AD5,S1194_AD6,S1365_AD1,S1366_AD2,S1367_AD3,S1368_AD4,S1369_AD5,S1370_AD6
,#048,#049,#050,#051,#052,#053,#086,#087,#088,#089,#090,#091,#095,#096,#097,#098,#099,#100,#103,#104,#105,#106,#107,#108
1443.963,0.07928427,0.105497,0.06468756,0.1003614,0.07744191,0.08443546,0.07298947,0.09799068,0.07703834,0.1582891,0.1192362,0.1068194,0.06931774,0.09571541,0.0766474,0.0764899,0.1238329,0.1001678,0.07841641,0.08795769,0.09983002,0.09537465,0.08165573,0.1124794
1444.445,0.07930633,0.1055692,0.06474306,0.1004769,0.07754808,0.0844643,0.07304782,0.09793373,0.0771309,0.1585515,0.119267,0.1068097,0.06937879,0.09561592,0.07665138,0.07655259,0.1236537,0.1000009,0.07849197,0.08796066,0.09980635,0.09549019,0.08165816,0.1123502
1444.927,0.07932868,0.1056511,0.06479738,0.1006012,0.07765406,0.08449571,0.07310738,0.09787816,0.07721747,0.1588135,0.1193096,0.1068065,0.06943873,0.09552586,0.07665148,0.07661136,0.1234732,0.09983809,0.07856125,0.08796213,0.09978179,0.09559921,0.08166315,0.1122322
1445.409,0.07933997,0.1057106,0.06484576,0.100709,0.07775193,0.08451969,0.07315964,0.09781612,0.07728843,0.1590438,0.1193409,0.1067957,0.06949164,0.09542707,0.07664206,0.07665391,0.123283,0.09966424,0.07861413,0.08794712,0.09974,0.09569374,0.08165956,0.1120992
1445.892,0.07935402,0.105784,0.0648973,0.1008315,0.07784913,0.08454984,0.07321589,0.09776321,0.07735704,0.1592813,0.1193889,0.1067947,0.06954591,0.09534329,0.07663559,0.07669605,0.1231009,0.09950337,0.07866476,0.0879386,0.09970236,0.0957876,0.08166334,0.1119845
1446.374,0.07935575,0.1058362,0.06494494,0.1009396,0.07793556,0.08457386,0.0732657,0.09770846,0.07741254,0.1594906,0.1194254,0.1067849,0.06959435,0.09525248,0.07662591,0.07672523,0.1229148,0.09933916,0.07870298,0.08792163,0.09964943,0.09587074,0.08166099,0.1118573
1446.856,0.07935399,0.1058973,0.0649926,0.1010563,0.07801569,0.08460111,0.07331606,0.09766204,0.0774645,0.1597022,0.1194707,0.1067766,0.06964245,0.0951733,0.07662157,0.07675517,0.1227376,0.09919391,0.07874061,0.08791658,0.09959738,0.09595171,0.08166495,0.1117449
1447.338,0.07933169,0.1059277,0.06502822,0.1011452,0.07807836,0.08461603,0.0733526,0.09760962,0.07749934,0.1598742,0.1194909,0.1067461,0.06968138,0.09508187,0.07661165,0.07677056,0.1225558,0.09905119,0.07876503,0.08790512,0.09952354,0.09601552,0.08165941,0.1116147
1447.82,0.07930133,0.1059585,0.06505352,0.1012279,0.07813177,0.08462881,0.07338201,0.09756295,0.0775272,0.1600389,0.1195083,0.1067063,0.06971824,0.09500055,0.07660186,0.0767844,0.1223872,0.09893527,0.07878766,0.08790648,0.099447,0.09606937,0.08165709,0.1114988
1448.302,0.07925483,0.1059584,0.06505933,0.1012752,0.07817245,0.0846293,0.07339387,0.09751457,0.07753927,0.1601663,0.1195002,0.1066445,0.06974837,0.09491438,0.07658263,0.0767836,0.1222275,0.09883226,0.07879899,0.08790423,0.09935427,0.09610292,0.08164637,0.1113744
1448.784,0.07921441,0.1059702,0.06505483,0.1013217,0.07821719,0.08463516,0.07340249,0.09748423,0.07755244,0.1603054,0.1195036,0.1065875,0.06978352,0.09485465,0.07656404,0.0767856,0.1221032,0.09876733,0.07881477,0.08792033,0.09927442,0.09613194,0.08164523,0.1112825
1449.266,0.07917715,0.1059708,0.0650387,0.10135,0.07826681,0.0846416,0.07340455,0.0974682,0.07756229,0.1604381,0.1195065,0.1065332,0.06982125,0.09480933,0.07654109,0.07678083,0.1220113,0.09872376,0.0788281,0.08793976,0.09919861,0.09615305,0.081645,0.1112033
1449.749,0.07916205,0.1060029,0.06502458,0.1013988,0.07833523,0.08466642,0.07341684,0.09748253,0.07758405,0.1606126,0.1195463,0.1065084,0.06987099,0.09480453,0.07652582,0.07678673,0.1219693,0.09872025,0.07885318,0.08798242,0.0991512,0.09618381,0.08166262,0.1111718
1450.231,0.07915618,0.106034,0.06500994,0.1014441,0.07841425,0.08469898,0.07343262,0.09751365,0.07760621,0.1607971,0.1196002,0.1065011,0.06992441,0.09481668,0.07651109,0.07679003,0.121959,0.09873287,0.07887754,0.08802802,0.09911129,0.09621547,0.0816837,0.1111552
1450.713,0.07916664,0.1060932,0.06500289,0.1015117,0.07850682,0.08474839,0.07346098,0.09756588,0.07763449,0.1610196,0.1196893,0.1065234,0.0699845,0.09485891,0.07650411,0.07680236,0.1219827,0.09877479,0.07890856,0.08809005,0.09908932,0.0962562,0.08171794,0.1111756
1451.195,0.0791728,0.1061368,0.06499398,0.1015648,0.07859714,0.0847966,0.07348739,0.09761773,0.07765053,0.1612298,0.1197771,0.1065504,0.07003883,0.09489898,0.07649288,0.07680544,0.122013,0.09882002,0.07892885,0.08814365,0.09905592,0.09628902,0.08174542,0.1111923
1451.677,0.07918166,0.1061898,0.06498644,0.1016226,0.07868681,0.08484922,0.07351589,0.09767312,0.07766017,0.1614479,0.1198794,0.106589,0.07009096,0.09494912,0.07648274,0.07680906,0.122052,0.09888268,0.07894589,0.08820177,0.09902285,0.096319,0.08177405,0.1112274
1452.159,0.07917988,0.1062143,0.06497066,0.1016515,0.07876536,0.08488997,0.07353173,0.09771719,0.07765179,0.1616281,0.1199646,0.1066191,0.07013294,0.09498341,0.07646311,0.07679725,0.1220805,0.09893955,0.07894695,0.0882431,0.09897082,0.09633233,0.08178679,0.1112473
1452.641,0.07918517,0.1062464,0.06495322,0.1016815,0.07884319,0.08492988,0.07354388,0.09776414,0.07764188,0.1618044,0.1200604,0.1066583,0.07017413,0.09502419,0.07644346,0.0767844,0.122112,0.09900711,0.07894626,0.08828636,0.09892523,0.09634158,0.08179684,0.1112836
1453.124,0.07919163,0.1062583,0.0649294,0.1016911,0.07891642,0.08495838,0.07354382,0.09780667,0.07762722,0.1619449,0.1201459,0.1066964,0.07021018,0.09505343,0.07641664,0.07675789,0.1221349,0.09906213,0.07893582,0.08831433,0.09887546,0.09633927,0.08179161,0.111309
1453.605,0.07921591,0.1062879,0.06490873,0.1017156,0.07899515,0.0849883,0.07354432,0.09785883,0.0776244,0.1620872,0.1202511,0.1067535,0.07024816,0.09509394,0.07639184,0.07673138,0.1221621,0.09911884,0.07892812,0.08834473,0.09884416,0.09633811,0.08178449,0.1113526
1454.088,0.07924064,0.1062975,0.06488476,0.1017272,0.0790659,0.08500463,0.0735353,0.09790412,0.07762051,0.162189,0.1203449,0.1068105,0.07027523,0.09511913,0.07635667,0.07668608,0.1221711,0.09915049,0.07890612,0.08835296,0.09880553,0.09632182,0.08175711,0.1113764
1454.57,0.07926323,0.1063057,0.06486046,0.1017435,0.07912227,0.08501109,0.07352246,0.09794075,0.07761446,0.1622652,0.1204373,0.1068694,0.07028659,0.09513693,0.07631117,0.07662501,0.1221572,0.09916855,0.07886837,0.08834505,0.09875846,0.09628741,0.08171298,0.1113938
1455.052,0.07924481,0.1062514,0.06481968,0.101713,0.07913222,0.0849817,0.07348511,0.09793579,0.07757303,0.1622481,0.1204733,0.1068892,0.07025787,0.09510441,0.07623318,0.07651855,0.1220818,0.09914799,0.07878318,0.08828349,0.09865262,0.09620091,0.08162352,0.111352
1455.534,0.07916715,0.1061355,0.06475595,0.1016313,0.07907628,0.08491238,0.07341899,0.09787829,0.07747988,0.1621384,0.1204451,0.106855,0.07017865,0.09501892,0.07611627,0.07636432,0.1219346,0.09910967,0.07864098,0.08816726,0.09847263,0.09604723,0.08148675,0.1112592
1456.016,0.07899256,0.1058982,0.06464893,0.101439,0.07892542,0.08477961,0.07330064,0.09774273,0.07730127,0.1618819,0.1203006,0.106726,0.07003231,0.09484396,0.07594221,0.07613992,0.1216934,0.09904747,0.07841742,0.0879664,0.09817694,0.09579635,0.08128105,0.111076
1456.498,0.07873,0.1055714,0.06449847,0.1011511,0.07868833,0.08459769,0.0731357,0.09754835,0.07704353,0.1615321,0.1200656,0.1065139,0.06983387,0.09460653,0.07572293,0.07586657,0.121392,0.09900704,0.0781308,0.08770695,0.09779064,0.0954619,0.08102781,0.1108476
1456.98,0.07839347,0.105153,0.06430222,0.1007562,0.07838574,0.08437441,0.07292386,0.09731542,0.0767164,0.1611151,0.1197485,0.1062298,0.06960372,0.09431904,0.07546952,0.0755571,0.121069,0.09900171,0.07779975,0.08740097,0.09733674,0.09506193,0.08074024,0.1105858
1457.463,0.07804505,0.1047325,0.06408274,0.1003259,0.07807427,0.08415334,0.07269697,0.09710213,0.07637088,0.1607505,0.1194336,0.1059384,0.06938659,0.09405376,0.07521982,0.0752603,0.1208046,0.09907676,0.07747845,0.08711062,0.09689666,0.09465392,0.08046827,0.110374
1457.945,0.07772056,0.1043297,0.06385159,0.09988091,0.07779092,0.08395153,0.07246786,0.09693541,0.07603495,0.1604727,0.1191485,0.1056715,0.06920622,0.09383707,0.07499116,0.07499,0.1206381,0.09922137,0.07719122,0.08685569,0.09650629,0.09426866,0.08022899,0.1102243
1458.427,0.07746102,0.1040072,0.06362852,0.09948135,0.07756774,0.08379661,0.0722611,0.09684411,0.07574134,0.1603481,0.1189473,0.1054722,0.06908283,0.09371708,0.07480478,0.07476929,0.1206058,0.09944713,0.07696421,0.08667286,0.09620924,0.09393755,0.08004932,0.1101824
1458.909,0.07725817,0.1037347,0.06341204,0.09911014,0.07739804,0.08367904,0.07207074,0.09681322,0.07548166,0.1603365,0.1188044,0.1053274,0.06900622,0.09367768,0.07465223,0.07457788,0.1206894,0.09971862,0.07678152,0.08654358,0.09598359,0.09364879,0.07991422,0.1102127
1459.391,0.07711441,0.1035335,0.063209,0.0987917,0.07727874,0.08360607,0.07190485,0.09684074,0.07525835,0.1604511,0.1187314,0.1052417,0.06897229,0.09373074,0.07453524,0.07441596,0.1208842,0.1000394,0.07664054,0.08647538,0.09582964,0.09340151,0.07982754,0.1103278
1459.873,0.07700292,0.1033562,0.06301201,0.09849216,0.07718885,0.08356,0.07175019,0.09690075,0.07505147,0.1606338,0.1186867,0.1051857,0.06896266,0.09384065,0.07443828,0.07425792,0.1211551,0.1003775,0.07651601,0.08643753,0.0957098,0.09317248,0.07976592,0.1104804
1460.355,0.07692458,0.1032259,0.06282897,0.09823637,0.07712705,0.08354808,0.07161513,0.0969938,0.07486714,0.1609038,0.1186865,0.1051652,0.06897607,0.09401233,0.07436465,0.0741104,0.1214961,0.1007425,0.07641027,0.08643766,0.09562901,0.09296564,0.07973491,0.1106859
1460.837,0.07685801,0.1031034,0.0626552,0.09799767,0.07707962,0.08355433,0.0714899,0.09709932,0.07469439,0.161213,0.1187004,0.1051585,0.06899925,0.09420708,0.07430238,0.07395757,0.1218739,0.1011047,0.07630721,0.08644918,0.09556072,0.09276693,0.07971532,0.1109024
1461.32,0.07680796,0.1030161,0.06249925,0.09780424,0.07704948,0.08358411,0.07138351,0.0972193,0.07454506,0.1615834,0.1187504,0.1051765,0.06903337,0.0944251,0.07425582,0.0738125,0.1222807,0.1014713,0.07621495,0.08648091,0.09551612,0.09258527,0.07971396,0.1111462
1461.802,0.07675221,0.1029211,0.06235333,0.0976252,0.07702036,0.08361449,0.07128239,0.09732711,0.07440655,0.1619584,0.1188015,0.1051947,0.06906308,0.09462047,0.07420985,0.07365995,0.1226762,0.1018066,0.07611765,0.0865033,0.09546664,0.09240444,0.07970866,0.1113702
1462.284,0.07668964,0.1028356,0.06221952,0.09747667,0.07698725,0.08364151,0.07118843,0.09741344,0.07428174,0.1623421,0.1188609,0.1052131,0.0690842,0.09478622,0.07416297,0.07350896,0.1230445,0.1021112,0.07601861,0.08651981,0.09541449,0.09222568,0.07970133,0.1115825
1462.766,0.07659179,0.1027056,0.06208317,0.09731375,0.07692559,0.08363434,0.0710806,0.09744073,0.07414681,0.16266,0.1188756,0.1051937,0.0690767,0.09487309,0.0740952,0.0733393,0.1233399,0.1023446,0.07589627,0.08649628,0.09532119,0.09202442,0.07966539,0.111728
1463.248,0.076456,0.1025428,0.06194199,0.0971429,0.07682692,0.08358705,0.07095688,0.09739526,0.0739967,0.1629077,0.1188397,0.1051271,0.06903586,0.09487952,0.07400393,0.07315731,0.1235491,0.102508,0.07575183,0.08643676,0.09518499,0.09179856,0.07960249,0.1118132
1463.73,0.07626113,0.1023005,0.06178211,0.0969196,0.07667288,0.08347647,0.07079891,0.09724758,0.07380836,0.1630185,0.1187004,0.104976,0.06894793,0.09477361,0.07387419,0.07294573,0.1236404,0.1025681,0.07556842,0.08631531,0.09497502,0.09153033,0.07949292,0.1117916
1464.212,0.07602118,0.1020101,0.06160674,0.09666249,0.07647176,0.08331372,0.07061388,0.09700597,0.07358719,0.163016,0.1184698,0.1047453,0.06882116,0.09458248,0.07371419,0.07271875,0.1236252,0.1025405,0.07535913,0.08615173,0.09470985,0.09123288,0.07935045,0.1116888
1464.694,0.07573619,0.101652,0.06141024,0.09634731,0.07622699,0.08309761,0.07039633,0.09667147,0.07332744,0.162874,0.1181263,0.1044224,0.06865717,0.09430659,0.07352168,0.07246837,0.1234999,0.1024098,0.07512116,0.08593786,0.09438533,0.09090623,0.07916936,0.111483
1465.177,0.07543668,0.101278,0.06120155,0.09601025,0.0759633,0.08285626,0.07016326,0.09627789,0.07304998,0.1626516,0.1177124,0.1040356,0.0684746,0.09399578,0.07331296,0.07221306,0.1232961,0.1022051,0.07487648,0.08570511,0.09404116,0.09057396,0.0789719,0.1112183
1465.659,0.07512551,0.1008723,0.06097537,0.09563379,0.07568604,0.08259245,0.06991071,0.09583466,0.0727542,0.1623357,0.1172213,0.1035828,0.06827512,0.09365381,0.07308494,0.0719408,0.1230115,0.1019138,0.07462034,0.08544448,0.09367743,0.09023204,0.07875029,0.1108757
1466.141,0.0748212,0.1004718,0.06073539,0.09524661,0.07540644,0.08232441,0.06964812,0.09536409,0.07245433,0.1619727,0.116689,0.1030861,0.06806759,0.09331367,0.07284503,0.07165983,0.1226614,0.1015574,0.07436236,0.08517413,0.0933199,0.08988725,0.07851586,0.1104861
1466.623,0.07450922,0.1000385,0.06047027,0.09481753,0.07511039,0.08203886,0.069361,0.09485353,0.07213656,0.1615231,0.1160881,0.1025276,0.06784118,0.09295478,0.07257962,0.07134798,0.1222223,0.1011113,0.07408335,0.08486931,0.09294729,0.08951624,0.07824802,0.1100111
1467.105,0.07419512,0.09959385,0.06018193,0.09436592,0.07479499,0.08174207,0.06905258,0.09430816,0.07180469,0.1610131,0.1154373,0.1019169,0.06759683,0.09259254,0.07229072,0.07100957,0.1216982,0.1005898,0.07378396,0.08453821,0.0925686,0.08911518,0.07795092,0.1094692
1467.587,0.07386213,0.09909903,0.05986325,0.09386235,0.07444447,0.0814194,0.06871033,0.09371294,0.07144354,0.1604028,0.1147071,0.1012369,0.06732439,0.09220343,0.07196771,0.0706283,0.1210726,0.0999727,0.07344618,0.08415734,0.09215911,0.08866362,0.07760646,0.1088254
1468.069,0.07352298,0.09858748,0.0595254,0.0933374,0.07406506,0.08108456,0.06834621,0.09308434,0.07106382,0.1597363,0.1139284,0.1005099,0.06703224,0.09181236,0.07162169,0.07021983,0.1203709,0.09928709,0.07307959,0.08374509,0.09173559,0.08817112,0.07722872,0.108114
1468.552,0.07317104,0.09803686,0.05917053,0.09277584,0.07365374,0.08073322,0.06795828,0.09242398,0.07066034,0.1589972,0.1130905,0.09973645,0.06671872,0.09140904,0.07125173,0.06977928,0.1195994,0.09852764,0.07267735,0.08329044,0.09128511,0.08763334,0.07681116,0.1073202
1469.033,0.07282381,0.09748962,0.05881415,0.09221531,0.07322489,0.08038452,0.06756459,0.09175856,0.07024928,0.1582414,0.1122358,0.09894883,0.06639525,0.09102385,0.07087316,0.06932805,0.1187937,0.09772853,0.07225516,0.08281825,0.09083014,0.08706985,0.07637396,0.1064884
1469.516,0.07246962,0.09691969,0.05845591,0.09163585,0.072773,0.08002906,0.06716113,0.09108586,0.06982297,0.1574413,0.1113495,0.09814279,0.0660546,0.09063765,0.07048063,0.0688579,0.1179471,0.09687824,0.07180418,0.08231377,0.09035252,0.0864746,0.07590783,0.1055973
1469.998,0.07211073,0.09635052,0.05810113,0.0910573,0.07229888,0.07966994,0.06675497,0.09041336,0.06938611,0.1566165,0.1104507,0.09732942,0.06569454,0.09025652,0.07007673,0.06837809,0.1170577,0.09599054,0.07132978,0.08178707,0.08985781,0.08585444,0.07542068,0.1046665
1470.48,0.07171509,0.09572943,0.05773572,0.09043611,0.07177801,0.07927558,0.06632659,0.08971084,0.06891577,0.1556894,0.1094928,0.09647445,0.0652907,0.0898273,0.06963967,0.06786565,0.1160664,0.09502743,0.07080978,0.08120357,0.08930604,0.08518625,0.07488659,0.1036404
1470.962,0.0712673,0.09505542,0.05735326,0.08977165,0.07119555,0.07882755,0.06586912,0.0889593,0.06840504,0.154634,0.1084673,0.09556241,0.06482793,0.0893225,0.06915893,0.06731842,0.1149224,0.09398108,0.07024106,0.08055729,0.08868699,0.08446346,0.07429941,0.1025088
1471.444,0.07073085,0.09426853,0.05693594,0.08901677,0.07052667,0.07828435,0.06535876,0.08811834,0.06783249,0.1533581,0.1073226,0.09455177,0.06428187,0.08867203,0.06861125,0.06671403,0.1135459,0.09281183,0.06960543,0.07981203,0.08796212,0.08366482,0.07363167,0.1012111
1471.926,0.07010682,0.09338634,0.05648512,0.08819056,0.06977788,0.07763864,0.06479928,0.08718413,0.0672101,0.1518702,0.1060778,0.0934485,0.06365556,0.08786082,0.06800058,0.06606601,0.1119146,0.09153775,0.06892019,0.07898128,0.08714665,0.08280549,0.07289322,0.09976794
1472.408,0.06939605,0.09239425,0.05600169,0.08728765,0.0689645,0.07688334,0.06419224,0.08615649,0.0665491,0.1501628,0.104739,0.09225991,0.06295864,0.08686701,0.06733264,0.06537932,0.1100313,0.09016987,0.06819937,0.07806808,0.0862488,0.08190024,0.07208852,0.0981847
1472.891,0.06864296,0.09136219,0.05550843,0.08637192,0.06813421,0.07605661,0.06356995,0.08507983,0.06589274,0.1483459,0.1033857,0.09104659,0.06222979,0.08574518,0.06664214,0.06469378,0.1079818,0.08877824,0.06748796,0.07712761,0.0853302,0.08099777,0.07126173,0.09655405
1473.373,0.06787736,0.09030963,0.05501876,0.08546282,0.06732203,0.07518739,0.06295153,0.08398585,0.06526475,0.1464797,0.1020547,0.08984698,0.06149783,0.08453388,0.06595199,0.06402519,0.1058513,0.08740032,0.06680774,0.07618635,0.08442133,0.0801248,0.07043656,0.09492387
1473.855,0.06714278,0.08930358,0.05455295,0.0846146,0.06656227,0.07432228,0.06236641,0.08291745,0.06469372,0.1446735,0.1008088,0.0887128,0.06079394,0.08330999,0.06529131,0.06340244,0.103742,0.08609182,0.06618572,0.0752914,0.08356921,0.07931244,0.06965058,0.09337533
1474.337,0.06644441,0.08833271,0.05411131,0.0838135,0.06585494,0.07347292,0.06181514,0.08187913,0.06417262,0.142931,0.09963599,0.08764458,0.06012147,0.08209533,0.06466171,0.06281877,0.1016956,0.08484994,0.06561317,0.07444046,0.08276663,0.07855432,0.06890365,0.09190735
1474.819,0.06579521,0.08742634,0.0536994,0.08307745,0.06519948,0.07265885,0.06130617,0.08088155,0.06370077,0.1412898,0.09854818,0.086652,0.05948484,0.08092968,0.06406987,0.06228198,0.09974845,0.0836888,0.06509051,0.07364871,0.08202225,0.0778522,0.06820784,0.09054554
1475.301,0.06518098,0.08655168,0.05331007,0.08237287,0.06457795,0.07187231,0.06082767,0.0799118,0.06325692,0.1397084,0.09750713,0.08571262,0.05887289,0.07980457,0.06350499,0.06177646,0.09789571,0.08258495,0.06459831,0.07289633,0.08130931,0.07718746,0.0675491,0.08925703
1475.783,0.06461038,0.08573489,0.05294949,0.08171573,0.06399094,0.07112651,0.06038616,0.07898147,0.06284249,0.1382136,0.09652525,0.08483464,0.05829002,0.07874554,0.06297319,0.0613126,0.09615958,0.08155342,0.06414179,0.07219691,0.08063781,0.07656588,0.06693888,0.08806291
1476.265,0.06407579,0.08495376,0.05261537,0.08108363,0.06343333,0.0704172,0.05997467,0.07809053,0.06244821,0.1367782,0.0955826,0.08400857,0.05773405,0.07774517,0.06247053,0.06088269,0.09454378,0.0805836,0.06371355,0.07153887,0.0799949,0.07598133,0.06637035,0.08694492
1476.748,0.06359351,0.08424468,0.05231756,0.08050442,0.06291846,0.06976138,0.05960422,0.07726204,0.06208842,0.1354457,0.09470983,0.08325553,0.0572172,0.07683155,0.06200848,0.06050226,0.0930795,0.07970054,0.06332881,0.07094285,0.07940386,0.07544902,0.06586069,0.08593771
1477.23,0.06315745,0.08358718,0.05205308,0.07996116,0.06244632,0.06915311,0.05926821,0.07649728,0.06176086,0.1341925,0.09389482,0.08257,0.05673839,0.07599324,0.06158292,0.06016206,0.09176565,0.07889324,0.06298253,0.07039681,0.07885618,0.07496371,0.06540217,0.08502561
1477.712,0.06277745,0.08300813,0.05182685,0.07947775,0.06202428,0.06859963,0.05897289,0.0758073,0.06147751,0.1330461,0.09316012,0.08196429,0.05630235,0.07524446,0.06119838,0.05986978,0.09060952,0.07817363,0.0626832,0.06991223,0.07836722,0.07453234,0.06500378,0.08423029
1478.194,0.06243705,0.08247276,0.05162922,0.07902846,0.06164052,0.06808277,0.0587051,0.07517491,0.06122851,0.1319589,0.09247737,0.0814182,0.05589699,0.07455664,0.0608419,0.05960737,0.08957963,0.07751432,0.06241584,0.06946512,0.07791465,0.07413853,0.06464747,0.0835174
1478.676,0.06213706,0.08199577,0.05146071,0.07862878,0.0612919,0.06760099,0.05846689,0.07459567,0.06101729,0.130939,0.09185371,0.08093158,0.05551875,0.07393069,0.06051245,0.059377,0.08865976,0.07691552,0.06218058,0.06905822,0.07750119,0.07378136,0.06433449,0.08289264
1479.158,0.06185857,0.08154009,0.0513122,0.07825099,0.06096271,0.06713513,0.05824551,0.07404675,0.06082949,0.1299355,0.09125543,0.08048057,0.05515391,0.07333585,0.06019734,0.05916214,0.0878139,0.07634994,0.06196112,0.06866762,0.07710042,0.0734449,0.06404661,0.08231834
1479.64,0.06160599,0.0811256,0.05118776,0.07791346,0.06065329,0.06668966,0.0580472,0.07352842,0.06066968,0.1289681,0.0906941,0.08006985,0.05480406,0.07277995,0.05990124,0.05897139,0.08703811,0.07582751,0.06176241,0.06830296,0.07671975,0.07313516,0.06379044,0.08180743
1480.122,0.0613685,0.08072626,0.0510829,0.0775948,0.06035611,0.06625549,0.05786503,0.07302926,0.06052829,0.1280074,0.09014782,0.07968541,0.05446422,0.07224482,0.05961912,0.05879585,0.08631724,0.07533499,0.06157624,0.06795088,0.07634332,0.07284544,0.06355561,0.08133561
1480.604,0.06115776,0.08037093,0.05100461,0.07731814,0.06007984,0.06584569,0.05770873,0.07256057,0.06041485,0.1270916,0.08963909,0.0793405,0.05414345,0.07174929,0.05936128,0.05864891,0.08566535,0.07489282,0.06141474,0.06762996,0.07598946,0.07258844,0.06335483,0.08092683
1481.087,0.06096732,0.08003794,0.05094802,0.07706295,0.05982184,0.06545557,0.05757168,0.07211721,0.06032249,0.126201,0.08915223,0.07902476,0.05384062,0.07128103,0.05912396,0.0585217,0.08507587,0.07449152,0.06127269,0.06733098,0.07564937,0.0723588,0.06317947,0.0805614
1481.569,0.06080915,0.07975443,0.05091725,0.07684921,0.05959059,0.06509724,0.05746086,0.07171055,0.06026041,0.1253708,0.08870924,0.07874944,0.05356365,0.07085777,0.05891438,0.05842347,0.08455908,0.07414702,0.06116056,0.06707052,0.07534222,0.07216517,0.06303975,0.08026007
1482.051,0.06067432,0.07949412,0.05090398,0.07665282,0.05938051,0.06476238,0.05736636,0.07133192,0.06021893,0.1245726,0.0882906,0.07849997,0.05330791,0.0704634,0.05872433,0.0583405,0.0840991,0.07384189,0.0610689,0.06683493,0.07505667,0.07199613,0.06292303,0.07999689
1482.533,0.0605725,0.0792804,0.05091084,0.07649232,0.05919718,0.06445983,0.0572937,0.07098874,0.0602046,0.1238327,0.08791502,0.07828498,0.05307779,0.07011182,0.05855748,0.0582794,0.08369802,0.07358544,0.06100411,0.06663667,0.07480769,0.07185654,0.062837,0.07978773
1483.015,0.06049403,0.07908731,0.05093116,0.07634635,0.05903446,0.06418109,0.05723477,0.07067189,0.06020743,0.123121,0.08756357,0.07809153,0.05286807,0.06978726,0.05840607,0.05822816,0.08333923,0.07335917,0.06095554,0.06646131,0.07458155,0.07173587,0.06277007,0.07960758
1483.497,0.06044945,0.07894149,0.05097094,0.07623841,0.05889987,0.06393731,0.0571993,0.07039107,0.06023531,0.1224678,0.08725852,0.07793289,0.05268507,0.06950711,0.058277,0.05819818,0.08303111,0.07317621,0.06093138,0.06632341,0.07439314,0.07164305,0.0627334,0.07947741
1483.979,0.06043079,0.07882152,0.05102715,0.076152,0.05879005,0.06372289,0.05718302,0.07014026,0.06028084,0.1218495,0.08698493,0.07780065,0.0525258,0.06925978,0.05816618,0.05818241,0.08276588,0.07302369,0.06092396,0.06621178,0.07422979,0.07157267,0.06271973,0.07937901
1484.461,0.06044856,0.07875507,0.05110671,0.07611164,0.05871333,0.06354981,0.05719688,0.06992974,0.06035341,0.1212977,0.0867652,0.07770924,0.05239744,0.06906389,0.05808217,0.05819458,0.08255672,0.07291769,0.06094359,0.06614205,0.07410597,0.07153539,0.06274215,0.07933644
1484.944,0.06049235,0.07871821,0.05120498,0.07609776,0.05866437,0.06341007,0.05723492,0.06975046,0.06044508,0.1207836,0.08657994,0.07764712,0.05229498,0.06890497,0.0580195,0.05822624,0.08239481,0.07284448,0.06098247,0.06610143,0.07400638,0.07152379,0.0627922,0.07932965
1485.426,0.06056891,0.07873271,0.05132553,0.07612915,0.05864706,0.06331062,0.05730368,0.0696075,0.06056311,0.1203283,0.08644339,0.07762235,0.05222165,0.06879573,0.05798319,0.05828691,0.08228647,0.07281566,0.0610488,0.0661014,0.07394154,0.07154389,0.06287919,0.07937733
1485.908,0.06066476,0.07876876,0.05146005,0.07618111,0.05865161,0.06323896,0.05739251,0.06948727,0.06069681,0.1198942,0.08632922,0.07761769,0.05216853,0.06871608,0.05796408,0.05836333,0.08221491,0.07281235,0.06113176,0.06612457,0.07389294,0.07158355,0.06299021,0.07945307
1486.39,0.06078567,0.07884571,0.05161083,0.07627039,0.05867961,0.06319997,0.05750545,0.06939348,0.0608518,0.1194997,0.08624892,0.07763951,0.05213769,0.06867632,0.05796609,0.05846241,0.08218244,0.07284408,0.06123803,0.06618057,0.07387083,0.07164659,0.06313158,0.07957182
1486.872,0.06092034,0.07893565,0.0517709,0.07637464,0.05872289,0.06318337,0.0576327,0.06931664,0.06101795,0.1191141,0.08617971,0.07767381,0.0521224,0.06865893,0.05798222,0.05857175,0.0821749,0.07289463,0.0613578,0.06625362,0.0738603,0.0717231,0.06329063,0.07970861
1487.354,0.06107887,0.07906429,0.05194668,0.07651637,0.05878783,0.06319942,0.05778208,0.06926712,0.06120323,0.118769,0.08614123,0.07773387,0.05212907,0.06868022,0.05802113,0.05870228,0.08220313,0.0729802,0.06150068,0.06635793,0.07387754,0.07182248,0.06347672,0.0798838
1487.836,0.06125425,0.07921121,0.05213581,0.07667884,0.05887188,0.06324336,0.05794856,0.06924166,0.06140059,0.1184465,0.08611918,0.07781233,0.05215607,0.06872939,0.05808113,0.05884691,0.08226351,0.07309288,0.06166069,0.06648314,0.07391328,0.0719409,0.0636817,0.08007938
