"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"9449ca4f784387215c97222e3ae7a4df","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","midas_g_113611","midas_s_113611"
"dd38d18fbfc2959cc73e35287d9ca7f3","Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","midas_g_98749","midas_s_98749"
"8e48a644e023ec7ef5b8ac1c51c01437","Bacteria","midas_p_59677","midas_c_59677","midas_o_59677","midas_f_59677","midas_g_96044","midas_s_99466"
"b91ce3eedd90a434ae875d708868f892","Bacteria","midas_p_59677","midas_c_59677","midas_o_112656","midas_f_112656","midas_g_117947","midas_s_117947"
"f431dcda3a5119b115e0485a39f12dc5","Bacteria","midas_p_59677","midas_c_59677","midas_o_59677","midas_f_102523","midas_g_102523","midas_s_102523"
"b33de8141d0da764ee3b6b9f36b53173","Bacteria","midas_p_59677","midas_c_59677","midas_o_59677","midas_f_102523","midas_g_102523","midas_s_102523"
"0be0a97c7d10851ad4fda095b3185d45","Bacteria","midas_p_59677","midas_c_59677","midas_o_59677","midas_f_59677","midas_g_97808","midas_s_110816"
"3263f46787f84a7ef388c5e0f08eb660","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Ca_Obscuribacter","midas_s_1393"
"2bf739b12f642490beeaee4dce213fe7","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Ca_Obscuribacter","midas_s_1393"
"ec27725f3004b4d4785aa72ae1762b5c","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Ca_Obscuribacter","midas_s_23517"
"4e49bc9c6ab219f02fe8f8e5d5899be0","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","midas_g_22520","midas_s_22520"
"798d512ad772ec06c758157b7ea42db7","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","midas_g_22520","midas_s_22520"
"bf57c1c852bc0c72e299ab0577f8ea58","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","midas_g_12063","midas_s_12063"
"81eddeedaa5666affb75209082bbb7a0","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","midas_f_62669","midas_g_94276","midas_s_110598"
"20846c0b00ba686d25fba4fbb4a1a84c","Bacteria","Acidobacteriota","Subgroup_21","midas_o_3847","midas_f_3847","midas_g_6169","midas_s_6169"
"b897c7ea42ae9031ecc4dffb89d6afc5","Bacteria","Acidobacteriota","Subgroup_21","midas_o_3847","midas_f_3847","midas_g_3847","midas_s_3847"
"5fad08423108db4cd0a8863e921f51d3","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_17","midas_f_1096","midas_g_1096",NA
"202431b3030eae67c17ef995c8043dc4","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","midas_f_352","midas_g_991",NA
"7f2dcea15fe46f0a94f50585428c23bd","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","midas_f_352","midas_g_66916","midas_s_103103"
"ee188f385235d1abb73dc4e2e92e80db","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","midas_s_213"
"829f91b70bb6580fc82b1d8f0a455291","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","midas_g_992","midas_s_992"
"b4d35a90c5f21438753630bad5d50461","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","Thermodesulfovibrionaceae","Thermodesulfovibrio","midas_s_110264"
"1e63ccf4daab9ef7ea518c286de2172f","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","Thermodesulfovibrionaceae","Thermodesulfovibrio","midas_s_110264"
"aae5286e2e6853065a55ead501e8f73c","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","midas_g_7908","midas_s_7908"
"437dc366b3bdaba987d36513e3a63e7b","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","midas_g_7908","midas_s_91250"
"f6a8e4781052eebc1dcb7b5dc34185f0","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21",NA
"21b06c843f3c2daff8e2059c42842b8e","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21","midas_s_86740"
"5f1ebe0447883c082dc55fa718dcfc19","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","RBG-16-49-21",NA
"65af0218c34220ddc7dbc59da6b2c6ff","Bacteria","Spirochaetota","Leptospirae","Leptospirales","Leptospiraceae","Turneriella","midas_s_37342"
"ceb4478107bfd519e065a821c50dfe89","Bacteria","Bacteroidota","Ignavibacteria","SJA-28","midas_f_30822","midas_g_30822","midas_s_30822"
"548c0d517f24cd3c1324b7fa742961b8","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","midas_g_92435","midas_s_92435"
"b260cc68c6655a79a7ee912e162eb34d","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","midas_f_49814","midas_g_49814","midas_s_49814"
"841f6d9d97913f1ee7e4be426ea7eb2e","Bacteria","Bacteroidota","Ignavibacteria","SJA-28","midas_f_31","midas_g_171",NA
"f26aebe8922b66ac5233e2db01c0fbd6","Bacteria","Bacteroidota","Ignavibacteria","SJA-28","midas_f_31","midas_g_1955","midas_s_1955"
"c945b03a0739f20d9f7a5b59be0862f5","Bacteria","Bacteroidota","Ignavibacteria","SJA-28","midas_f_31","midas_g_31","midas_s_13529"
"909be3a7e6de27fbaf13e506657a7509","Bacteria","Bacteroidota","Ignavibacteria","SJA-28","midas_f_31","midas_g_31",NA
"abf1bc0a4044f684614e4d8330c270dd","Bacteria","Bacteroidota","Ignavibacteria","SJA-28","midas_f_31","midas_g_31","midas_s_398"
"fd62960dd9ccd62450cbdc81b4e97cd0","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","BBMC-4","midas_g_8364","midas_s_8364"
"ed1267085abc050c28535ca676b581e1","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","BBMC-4","midas_g_51647","midas_s_92205"
"806ab87ca9a4eae24fd519fff212454b","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","midas_g_1408","midas_s_3753"
"89efe187e14a6575f7cfeac172cd69ac","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","midas_g_1408","midas_s_1408"
"9a9f2868e76a6d9519c509e0949bd3e8","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","midas_g_1408","midas_s_3753"
"d4579c242e94a9d67d61f195619b0741","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","midas_g_1408","midas_s_3753"
"f347ee19209da3818654deddad111cd9","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_836","midas_s_836"
"29ef3d67e6025a3c9d82cbeea6089c7d","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_5590"
"371c5c8b0cfde6d961a8a879e40e6471","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_6790"
"b50f839bcd50e26c8257f219d27bf90a","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_6852"
"b5ee25c9ea883d100f3773d69bc4d125","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_765"
"0c6e492db71be4e33641654d388809e1","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_6716"
"54571515ec0ee122de31d4eddb82cebf","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765",NA
"3b50f677eaa482c428e72ed9ab4a6110","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_6716"
"c86f93c5d85456723d0a5a3516cec9ea","Bacteria","Actinobacteriota","WCHB1-81","midas_o_765","midas_f_765","midas_g_765","midas_s_6716"
"9bd39e37384b04d391fdffdc625d797a","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga","midas_s_2674"
"0647ba686c4b45ad0f81b1e164a87e0e","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga","midas_s_2674"
"48e45b00b0470b34e5572db812ab1b45","Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_100","midas_s_1410"
"05394f4125fec51daa16ad0561ce1194","Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_957",NA
"e30285783589e7a5d7d6c001b869722e","Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_100","midas_s_151"
"7167d260aa026956c5a72e720672d24b","Bacteria","Actinobacteriota","Actinobacteria","midas_o_5","midas_f_5","midas_g_399",NA
"2c6d68b0f2c51c62364ead672ac5d3f7","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella","midas_s_7218"
"3c9223e6e9fe78837fd39864dfda9596","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella",NA
"28c60b8c9c5541d5bbe6518a110e3535","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_variabile"
"2e499b3b4a4cf8714536b44449cdd0bc","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium_vitaeruminis"
"3cc1f922cbaf781f2c5e765e9f992371","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia",NA
"69b078f39662b5e4e698f0f371c7df42","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia",NA
"2e3e4b412d5e62d6db3ab9f133a62fe7","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","midas_s_10309"
"e8e8df81c599f85841213a2e32162254","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia",NA
"390796d95ce6f64051e6e4a5e44e00fa","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","midas_s_403"
"3f59c2c53dbee995dfb8fd7330216d27","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","midas_s_42948"
"ed02c13cb8650574aab4eb6690def0f9","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Skermania","Skermania_piniformis"
"12d2831572c649a0eec00070fe127741","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"356a056e7ba3b35e940eedf24d407c71","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"4640de7f95572749797db2bf6fd1f890","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"96f9fe21da3a6203adcefb28ee8de913","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"daa50e1703c7ab65a944c909e1194dde","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","midas_s_11195"
"058ed82fe3e50ef5b8341bb54313dc2a","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","midas_s_30070"
"85214a78ec5a2aa524b95bf7ce6da6be","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","midas_s_36757"
"4abb5a6cf8f27d138c5ab96c2bed4ea1","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","midas_s_25401"
"6a14871df9781d1c6fb05162b0cd3555","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","midas_g_327",NA
"5d02351489181488741033268a1dd3a8","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","midas_s_9699"
"3d77fdc0e4cc53147461374d367ede2d","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales",NA,NA,NA
"1ddc6b14e179892e9e2653e7c37c560d","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"4aa3615f3f2cae98253a89fbd28c89fc","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"ffbf0bf4852570982ab42271b713d697","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"ae9b5cd33a2ba33870bf0d924170a60a","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","midas_s_116480"
"d1d2824a959bbaf91a52ff511742c082","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_longum"
"c29919216bd6a6713038fd18691cc505","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","midas_s_110072"
"3f3a0eaeea9c0690b6ede1b17b4fd8ce","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"169e88302a45e4056553df329a23fc52","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"09bc7b735c159e260d65317cb9556696","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"d0f9b62f7ad11d6fd600aab768fd6490","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"bb9d59aa04dfed628255b3e4af9ccf86","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"f9aadc95499a37050d59430a95195615","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter",NA
"29ce3ef119511e9350b1e312c6acb051","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Beutenbergiaceae","Salana","midas_s_5399"
"8c730568b282cbe97e1dd141e55593cf","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Bogoriellaceae","midas_g_1005","midas_s_1005"
"8763586c770fd5a22e4f90424cb1d61c","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343","midas_s_2322"
"fe44c0ada8563b90c289eabe4115504f","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_25804","midas_s_25804"
"badfd060029ce794f65936fb6007cf49","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343",NA
"ade021d8ee2ddb9b4c5dede753e33e38","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343","midas_s_343"
"de31b091769b31eb80d3c70ba13dc02e","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343",NA
"bf369c9bcb5d821045ed2cb045eb99ff","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343",NA
"f1cd46cc049d3f2b2016a23f9e128513","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343",NA
"f849e5d3fd5ae6d42d6e7fcf1bc243ee","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343",NA
"9d8a74e17357b531e3e1350291fa59a2","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343",NA
"0b94b43a14e94ebfc7372ba3f465b8d4","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","midas_g_343","midas_s_2322"
"96bdf04b9a8f839d95dade465591e104","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae",NA,NA
"c751e7f9a0cadf7c4b9d4dae3d3337ca","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","midas_s_98652"
"a87e017b286363b1745501875dcc60c5","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","midas_s_35655"
"b3340099f2ff9047b652d4e807c612ef","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","midas_s_4035"
"ac03c0f0a463e59c28f817c60e7ecd8a","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","midas_s_4035"
"56104f48457981616f041d0577c26179","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Ca_Phosphoribacter","midas_s_5"
"dc5b1cb436135271ab8fd11b1d61effc","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Tetrasphaera","midas_s_544"
"4dc5f82250d90c1a0cc3f7f08ab0c1c7","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Tetrasphaera","midas_s_472"
"c98afa7b5e44f4e886c41317a1d211fd","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Tetrasphaera",NA
"85ee1a2118bbd92db999aa84e03597cf","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Tetrasphaera",NA
"9e399cfde32835d6f62f43c10a994e4f","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Tetrasphaera",NA
"5540b4e7bdf1de299db6709b80dc8a61","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermatophilaceae","midas_g_739","midas_s_739"
"c7fc5eaa8beb5347cabf0b02d8cf11b0","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Arsenicicoccus","Arsenicicoccus_piscis"
"69fa07485424f73bafc9346401393234","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionicicella","midas_s_4802"
"002937e240e58521e489366b40b13d3e","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","midas_s_143"
"671cd3cb162a2469c43a4e6e62af8e99","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","midas_g_2796","midas_s_5042"
"3f8b17202996314a2e4d3d2e5c64d1bd","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","midas_g_2796","midas_s_5042"
"992b1350a5e6817e9a29db35c8687493","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","midas_s_9753"
"c7f899872c18f5a48430687a57ddcff1","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"7fe80908685edeec99f60904f9b4c623","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus",NA
"a8b3fda4df4faf59decfe57f3fea5584","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava","midas_s_1582"
"4952c9c8dc1dcc19dfd14d9d0e618986","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava","midas_s_701"
"4bd1c34cf1cdd9bd317e9dd2b54389ae","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava",NA
"7be775983e6446c70aedce3e59bb87a5","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava","midas_s_6436"
"1ef2f6d58cb874fb3cc5f69bfe1927a3","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava","midas_s_752"
"7b7a5f873544cd012474184d9c713d51","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava","midas_s_752"
"e85c21bbfe45dc6388ca7baad9e09c1b","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propioniciclava","midas_s_2585"
"337a32c9d3e0492883fd345a7a59d2fd","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus","midas_s_1151"
"eb30ad5d9dd54b379b5d12dd7709381a","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus","Tessaracoccus_flavescens"
"8130c68364e305478101f778945b37c6","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus","midas_s_1048"
"f6b017ac3e06d2f910e65f95f7f45af1","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus",NA
"3d78663a11bff24318ca426ba0f5f858","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Luteococcus","midas_s_2199"
"798c197ca36eb090d25531c96ee4dfae","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Micropruina",NA
"82422b6e5c8d5c8bbda326b43516a5f8","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Micropruina",NA
"abc1cbfece1606026ad2b93b291bdd63","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionicicella","midas_s_3443"
"ec3c835d6558c019f1db55e32a9fb0b7","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae",NA,NA
"a3ba343a91a5f6e59ce6e57e83c84e46","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Aestuariimicrobium","midas_s_338"
"6f80c42c9546b7789a7e892a66637a48","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Brooklawnia","midas_s_193"
"7f346e308bf0cc30e559842ade9c7b5e","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","midas_g_164",NA
"9dd25c98f9aa14587eb9649e185f2d71","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","midas_g_164","midas_s_260"
"e7690639b08a1643b706e7920b4c9885","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","midas_g_164","midas_s_260"
"0de1079df932e80ea5cd2dffca9b6a6f","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_531","midas_s_114734"
"a10972c572bad27b58989c09d14348dc","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_531","midas_s_531"
"66a23e0dbee34c37047d9ddb640cd1ff","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_2573","midas_g_3338",NA
"521a8a46f43b19d342cf51f709c81b5c","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_269","midas_s_269"
"25a27fe0c0efda6c83d380ae0daacfe9","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_269","midas_s_9149"
"2ead2d1ff4428335ce2c78e2665921fc","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_86596"
"45751ddf9c044192c7523617267f68af","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_70418"
"5de3ee75d62d2bbfe63212cefd09784f","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_70418"
"03f68d28d7f2b7356d0cf4ae94973a44","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_70418"
"fb4cf8039a802735761832dffbce53e6","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_1828"
"6daa00f6b9e5bc1065fd1fdfdb4bd0f9","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_1608"
"1805188457322cc5fe2fd7c483c16c14","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_27131"
"5daf339a91abf9186cf369965d9044c6","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","midas_s_16225"
"5c9dcd7862302664029e045f571cd278","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_17858"
"b2b94da174f4d9c4c5fb673e2c63a8a3","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_17858"
"26fbf9b4a6708e66003fc13611c4d8f6","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_1529"
"8ccb7d25b48d82afb865438e3ecb9d2c","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_1529"
"3fdd9749b6b7bec82f4457d3974c0624","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_52"
"964bb8b859a6d336e904c21290c810de","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52","midas_s_52"
"e8c80c1460159f3d85d5af03f7f0a619","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_52",NA
"352c98caf773d3deb483904890c80d96","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_20949","midas_s_20949"
"c156d7d2d0211f54f439a0d328907c01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","midas_g_20949","midas_s_20949"
"488b1ed1cd865c801fbb53a181ec8d49","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_71066","midas_g_71066","midas_s_71066"
"65637e285faa096da332865b4b254e3c","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","midas_f_269","midas_g_473","midas_s_473"
"de3f82b2dfad1ac3536c1f86d1f19fe7","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","midas_g_5369","midas_s_5691"
"a35d7b5662f9e6a81ddf0459d3255eb9","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","midas_g_5369","midas_s_91739"
"8c7f99a16d8814c391669fcacd592435","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","midas_g_5369",NA
"fbb94c2af7d8f09ffd3681c2357c29c7","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","midas_g_5369",NA
"660c0b84ad7474d8b43e5323e6140664","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","midas_g_5369",NA
"4b140168c9bd624f1a874143868aeb55","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","midas_g_6703","midas_s_6703"
"f9c7f0365913f0f522b206bcac2b5bde","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","midas_g_6703","midas_s_6703"
