"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"98c56d69ef8ee54bc4d3344944081ba7","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SH3-11","midas_s_56675"
"679fc7a3309c90552d2e71d9836e2628","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","midas_g_68336","midas_s_68336"
"65b52cc6cfd183789b3d182f2ccb369e","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium",NA
"acd49cccd5ab5e0f0b379eb321182bc3","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","midas_g_91106","midas_s_95416"
"8d35f1a463f9cb10b161c9ed303142c5","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","midas_s_60388"
"51e8372b7d8d2bb63b0a20278dd181b5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","midas_g_29634","midas_s_32637"
"72218e705118a4dde43519503614c0f7","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","midas_g_29634",NA
"0c19757cbd0862eb2ed0c7cd8b81617d","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Verruc-01","midas_s_37551"
"414ea75fb1462d10153c7bed625b4b99","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","Senegalimassilia_anaerobia"
"15e05255b2aa8ee3524ca61eb207bb18","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_aerofaciens"
"65bcc42f49f31235a3ffd3f17c122c09","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter","midas_s_35156"
"06f4e7cdceb19af8b47855411e1692ac","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","Eggerthella_lenta"
"700be4a3293f4ae1080a5db98b1b56ea","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","midas_s_112298"
"2d0835b0d070ac6d57d09c1e39621788","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","midas_s_3545"
"91075d23f802dbf6e4bf1ec35f7640a7","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","midas_s_112474"
"7aa8b90b40391ba0c15525ca95ef5535","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella_umbonata"
"bed3b3d835369b53248fd6da5122d714","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","midas_g_113491","midas_s_113491"
"87a8806cef11b7bdc60703e9fb1b3850","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","midas_g_113491","midas_s_113491"
"b661a3c283dd3aa79339875247c12298","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","midas_f_3016","midas_g_61993","midas_s_61993"
"244ed15739fdb9c74a8bc70771f49efd","Bacteria","Actinobacteriota","Coriobacteriia","OPB41","midas_f_3016","midas_g_61993","midas_s_61993"
"2266489e61cc13900cc0763a0d5bfb18","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156",NA
"e5b4033553ce2b0731c3c98e9bcfb08c","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_876"
"21861ddd4af81416f338ec241ec9bc15","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_156"
"ba4bb3e5eb685f8d9159cc1b73a6d8c3","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_156"
"ca84808dfcbf5a1c6675a8fc2a1f8767","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_156"
"c49d02ae782613a27133d99eece3bf05","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_156","midas_s_156"
"2d304ef0774383569a97cab396f89609","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03","midas_s_170"
"cb2b6b828f1ee798673e813fe07897cd","Bacteria","Acidobacteriota","Blastocatellia","DS-100","midas_f_502","midas_g_502","midas_s_502"
"e2c2dc722786d0b0d3477f84d0ade866","Bacteria","Acidobacteriota","Blastocatellia","DS-100","midas_f_502","midas_g_502","midas_s_502"
"40a14b9e7761b58e8927ecb14b47f403","Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88","midas_f_595","midas_g_945","midas_s_945"
"b205765341229d83b679980a5283b83a","Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae","Mesotoga","Mesotoga_infera"
"db0e06a5654bd7b35a83a5399ea6eadc","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","AUTHM297","midas_s_31261"
"5e66e1e21371c008ce6591ebdd0b9c8e","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga","Defluviitoga_tunisiensis"
"3ed4608967fbc6547d99b9c9b004c826","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga","Defluviitoga_tunisiensis"
"1da1b6276d297cdd6c5238fab8b96a32","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga",NA
"b70ae4224d6e45069ecf9b577e0ec625","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga",NA
"125d5d41edfd5ff604a7000ecbcd462e","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga",NA
"bb47324942344d8fc00f44e0fcf55c34","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_6667"
"2a9c71085e7f449d3d96610aa9302344","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_8400"
"313396f6265ba168b6c05a5b93685b4e","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_8400"
"ac19da0edd0afbf054b1a1238741a1a2","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_6667"
"1beb69b25abc6c1e0f96e1ba21f50f0c","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_8400"
"5b680261b999a2e29270d54fe56b170e","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_8400"
"8d5ff1a3991445d7276368bbdf3a5610","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_8400"
"b86f5db27d3adfd11a16c9743c57e7a2","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_8400"
"3b2659c36ff0a7565542b754cc4bfcd0","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","midas_s_8400"
"cc038c571417356b549bd76c995b2a9a","Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_944","midas_g_944","midas_s_944"
"6eaf691a226ffbab2169fd8ec69d6f00","Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_944","midas_g_944","midas_s_944"
"f9b61c527b1b1eb1cf44d793105aa30c","Bacteria","Chloroflexi","Anaerolineae","SBR1031","midas_f_944","midas_g_944","midas_s_944"
"0e7743262012c1df2138ddca80d58548","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467",NA
"b7ebec18a771cfb56066aaeb12f37380","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467",NA
"66d301bb67e900d9e1be768f33220c7b","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_467","midas_s_467"
"b50aade09f827d75b2c6decf03752313","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"436df4ca0e4bae243c40e3702f0dec4a","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","midas_g_109031","midas_s_109031"
"5633f0ebe38ea3336b1c0bcda26bd634","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","midas_s_6261"
"f01a05aa3faecc17873cf01d56420571","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","midas_s_6261"
"b13be5ea5ace8119e92230592740d235","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","midas_s_82279"
"6e1b21943321ee940a00c72634c3937e","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","midas_g_110881","midas_s_110881"
"8875d080644d4011aea2cb5d11ffeaa3","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","midas_g_110881","midas_s_110881"
"2c93e2ced0a61c72c289cb4895c34572","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema",NA
"6db3f9ec644a75841ac73d560caffe56","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","midas_s_4542"
"ad112f665f4b2de46a88f2833f401324","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","midas_g_90603","midas_s_90603"
"e892339df684a247a997443928c2eaa0","Bacteria","Caldisericota","Caldisericia","Caldisericales","LF045","midas_g_3701","midas_s_3701"
"1853fc14ae2ef09d90edf6728fbf6727","Bacteria","Caldisericota","Caldisericia","Caldisericales","WCHB1-02","midas_g_16145","midas_s_18255"
"6b61214e01e5cefd82c319b25299b956","Bacteria","Marinimicrobia_SAR406_clade","midas_c_2712","midas_o_2712","midas_f_2712","midas_g_2712","midas_s_2712"
"1536153b504fb3378d441e4d65ac7728","Bacteria","Marinimicrobia_SAR406_clade","midas_c_2712","midas_o_2712","midas_f_2712","midas_g_2712","midas_s_2712"
"e690a65d4500b9f7c4a36b94ff5bc853","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium",NA
"1f1c4870285c1501702694f92ac00b88","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium",NA
"e94e1b9f0a25fb20c663f4f89f0cbd69","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","midas_s_2192"
"86ee71d2bd07b9a01ad8a1641f5b2a44","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","midas_s_2192"
"cdb39a14509e4cbcc8cf37b83e44786d","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","midas_s_2192"
"2accd004043afae5bfa8a48225f0046c","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","midas_s_2192"
"0e659cd72a75a4cbe72a72fbd31739ea","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","midas_s_526"
"7e2128af3aa5957a16d8fc7e27369e38","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium",NA
"b8eaec7f4979a63cc1ac72dbf811f04b","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_101370","midas_s_101370"
"587f0ab001dab8b3e0ff14617dc68fe5","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_546",NA
"6b543089b327040a0e3fd81f1db8f39b","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_546",NA
"8ca6c052595a2117a386c306f05eb65f","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"034a54b63d22363e8796730ec3028b01","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"9d0d8093e37798e5c6844656001bb860","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"779a94bc635ed3fce592d7dc4fc8389a","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"fcbe1e3f6932895184e1befbb4a708f6","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"185d5b36c644557c162ae048dbaccde3","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"00617f76f760296d8b50e67bee7bd9ef","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"a4987e48e085d731006facd66c398d4d","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"1f7c9943ee58cda88dbad550e4904ed5","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"d455a03497c8828f43f6cd028e0cebf3","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"9e55ca24b2bf047345e20f4807fccc68","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"715ffb9b005c74241e2c670c559ef641","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"359e7c190382fd785ca3ef70c1218c60","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"90feef0f976874d73e33a2a09129f8d1","Bacteria","Patescibacteria","Dojkabacteria","midas_o_546","midas_f_546","midas_g_657","midas_s_657"
"cc4f345d994b549736616417acd64ba1","Bacteria","Caldatribacteriota","JS1","midas_o_230","midas_f_230","midas_g_6109","midas_s_83763"
"526cb8e7af134984416cff95a3f1ba74","Bacteria","Caldatribacteriota","JS1","midas_o_230","midas_f_230","midas_g_6109",NA
"67764fa8dc69e7c2be2e6e23ac5e8f6c","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_77"
"7843b28dfb887e16bd3837c4c638444c","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium",NA
"6b25465c70b512883cdd430558dca30a","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_3733"
"3c00b828181bc1492dc6ebed49dbe71f","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium",NA
"999fa75e7cbf8e022aea76f7fb286633","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_4106"
"9c3ed86a32ed6e2bbff8fd95bfc4e884","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_4106"
"53ec6dea02eba2f22a4a932b4c742460","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_4106"
"b4b05cbfc3761b75f762b2ca0efdb488","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_4106"
"b72710764a92b1da642ccd449abf68fb","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_4106"
"10af08f96b6b9a7fe14c03219c3d9827","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_4874"
"5c3a0792f2be545c43425a726330e1bc","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_3728"
"e026b14d4d288b93abe6a7442a24e09f","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_3728"
"ff3a587bc2814c3e8f598ef2acc47347","Bacteria","Caldatribacteriota","Caldatribacteriia","Caldatribacteriales","Caldatribacteriaceae","Ca_Caldatribacterium","midas_s_272"
"170f0ed0cfbc9b059d60c07937ddfe1a","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix","midas_s_35412"
"e93373dc399a7c8826db630ff45fedd6","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","midas_g_7080","midas_s_7080"
"bd7a9d497ea81589441b4fb0be2e103b","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","midas_g_4042",NA
"89f215eb9ade5e240cb7612dd5825422","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","midas_g_4042",NA
"86ad27b156a8f24fc712437c1fa88083","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","midas_g_4042","midas_s_8697"
"ffb87138cac646aeca6993bd5b7e609f","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","midas_g_4042",NA
"3facacbf973644e29d9fb93b659065da","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","midas_g_859",NA
"97e35499e3abd4edbd9ceee3425682f3","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","midas_g_859",NA
"78f20b69deb63f3ae8f3303891907d4e","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","midas_g_29362","midas_s_29362"
"ba108e9b3c44bd4567557cba66a379d8","Bacteria","Chloroflexi","JG30-KF-CM66","midas_o_5940","midas_f_5940","midas_g_5940","midas_s_73530"
"d6d1949b4671a3ea4932eb76a1f95175","Bacteria","Chloroflexi","KD4-96","midas_o_3277","midas_f_3277","midas_g_3277","midas_s_3277"
"0208bffeee8754711cb9731012386fe7","Bacteria","Chloroflexi","OLB14","midas_o_731","midas_f_5900","midas_g_5900",NA
"821f6a90fd181f6396c6440e55d3f148","Bacteria","Chloroflexi","KD4-96","midas_o_3277","midas_f_6867","midas_g_6867","midas_s_6867"
"bd0601edfd12771a9310fa18b06b32a2","Bacteria","Chloroflexi","OLB14","midas_o_731","midas_f_731","Ca_Amarobacter","Ca_Amarobacter_glycogenicus"
"1060a36448ac3a6c13e27aebc1ff11a7","Bacteria","Chloroflexi","Anaerolineae","MSB-5E12","midas_f_92558","midas_g_109686","midas_s_109686"
"f77925d2f3cae2bbde3f20b7cbe94250","Bacteria","Chloroflexi","Anaerolineae","MSB-5E12","midas_f_92558","midas_g_92558","midas_s_92558"
"f298b7944d0ca0ab428bc698d3c05055","Bacteria","Chloroflexi","Anaerolineae","MSB-5E12","midas_f_92558","midas_g_114252","midas_s_114252"
"393a059341b692292f7883bcfaa23939","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_5792","midas_g_6182","midas_s_6182"
"05869a7c7b24a00c5b4e306c65ce7c16","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_5782","midas_s_5782"
"89a6c1a9168bcc62ccc247fa120cbd9f","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_5782","midas_s_6630"
"3388769f7a43c55b0ca8f55d018d03a9","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA,NA
"9d41c27b43d121f38595b6aebf177ded","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_49454","midas_g_95083","midas_s_95083"
"b1a5dc325f99e80287405a841468ad17","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_49454","midas_g_95083","midas_s_95083"
"d94e7d73805ce17279792c596b0a0853","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_49454","midas_g_95083","midas_s_95083"
"a7f9129f603c5c241490d7e3993f3ef0","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_5792","midas_g_5834","midas_s_5834"
"2ef5badc575c347abef2cf462ceaf9fe","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_20645","midas_g_98374","midas_s_98374"
"1880eee25a9581ca6504582348046682","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_20645","midas_g_98374","midas_s_98374"
"bc67c4fe8da1a64bebfb9379eb60c6d6","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_4860","midas_s_98817"
"d993a108858b566592f224899ac9fb2e","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_20645","midas_g_94925","midas_s_94925"
"aa79620118645870e4965e1b3394014b","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_20645","midas_g_94925","midas_s_94925"
"17371aff9553fba620bf235b99685b70","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_20645","midas_g_94925","midas_s_97234"
"1ff126078fbec895af526ef9a410c997","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_5792","midas_g_96353","midas_s_96353"
"01e997efa42d6e198169733e5dd78b10","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_5792","midas_g_5792","midas_s_5792"
"9182712a0ac17e72e1fd36f1589f1243","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_84729","midas_s_84729"
"add4e48353e4d061302c3b2dfdb2f413","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_84729","midas_s_116047"
"b23d6b071692ec881903b0d329c93a41","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_4245","midas_s_4245"
"a8ef527d2631941e0c8d5d37a586a4f5","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_44684","midas_s_95410"
"f65fcdc86509122e4ebd14cfab19ce77","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_44684","midas_s_95410"
"130a017b5e45151a4d1a40679703442e","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_20645","midas_g_35108","midas_s_92292"
"0d26941e8d1be3c34bafea2a745825c2","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_4582","midas_s_4582"
"109b859c952030efcd7c53fdbc8508ab","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_4245","midas_g_49937","midas_s_108661"
"af39a9b2009b646755128a63cacd5034","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","midas_f_20645","midas_g_92905","midas_s_92905"
"52d735b2eeff5ea208a743b9905b2d61","Bacteria","Chloroflexi","Anaerolineae","midas_o_116492","midas_f_116492","midas_g_116492","midas_s_116492"
