,S537_AD1,S538_AD2,S539_AD3,S540_AD4,S541_AD5,S542_AD6,S958_AD1,S959_AD2,S960_AD3,S961_AD4,S962_AD5,S963_AD6,S1189_AD1,S1190_AD2,S1191_AD3,S1192_AD4,S1193_AD5,S1194_AD6,S1365_AD1,S1366_AD2,S1367_AD3,S1368_AD4,S1369_AD5,S1370_AD6
,#048,#049,#050,#051,#052,#053,#086,#087,#088,#089,#090,#091,#095,#096,#097,#098,#099,#100,#103,#104,#105,#106,#107,#108
2557.671,94.39574,93.32266,94.69189,93.19851,95.35817,94.70216,93.98291,94.4348,94.4931,92.10229,92.52084,93.02709,95.42327,93.84596,94.22755,94.13176,93.36114,94.00924,94.10558,93.86897,93.26479,93.43064,94.20425,93.41161
2558.153,94.39024,93.31931,94.68912,93.19263,95.35423,94.69753,93.97961,94.43021,94.48682,92.08786,92.50887,93.01833,95.41729,93.83656,94.2228,94.1234,93.3539,94.00295,94.10032,93.86316,93.25671,93.41987,94.19901,93.40262
2558.635,94.38431,93.31691,94.68654,93.18736,95.35106,94.69333,93.97786,94.42504,94.4797,92.07426,92.49744,93.01003,95.41055,93.82695,94.21707,94.11356,93.34586,93.99465,94.09571,93.85774,93.24883,93.41091,94.19525,93.39375
2559.117,94.37867,93.31555,94.68433,93.18304,95.34888,94.68995,93.97755,94.41977,94.47224,92.06226,92.48746,93.0027,95.40346,93.81818,94.21094,94.10368,93.33825,93.98567,94.0919,93.85291,93.24171,93.40447,94.1928,93.38575
2559.599,94.37386,93.31488,94.68235,93.17964,95.34772,94.68743,93.97839,94.41481,94.46486,92.05214,92.47948,92.99665,95.39665,93.81124,94.20527,94.09507,93.33195,93.97737,94.08886,93.84873,93.23576,93.40092,94.19138,93.37939
2560.082,94.36987,93.31385,94.67998,93.17648,95.34718,94.68526,93.97964,94.41033,94.45782,92.04353,92.47334,92.99187,95.39054,93.80655,94.20061,94.08847,93.32726,93.97072,94.08644,93.84507,93.23102,93.40003,94.19051,93.37514
2560.563,94.3663,93.31139,94.67653,93.17277,95.34665,94.68272,93.98051,94.40614,94.45116,92.03574,92.46853,92.98818,95.38537,93.80402,94.19711,94.08414,93.32392,93.96612,94.08421,93.84154,93.22709,93.40121,94.18968,93.37311
2561.046,94.3624,93.30654,94.6715,93.1678,95.3454,94.67907,93.98025,94.40177,94.44473,92.02793,92.46432,92.98525,95.38109,93.80302,94.19447,94.08156,93.32117,93.96322,94.08165,93.83772,93.22325,93.40346,94.18842,93.373
2561.528,94.35765,93.29928,94.66505,93.16161,95.34296,94.67403,93.97854,94.39668,94.43829,92.0196,92.46013,92.98279,95.37763,93.80278,94.19212,94.08001,93.31832,93.96136,94.07835,93.83333,93.21883,93.40581,94.18649,93.37435
2562.01,94.35191,93.29033,94.65789,93.15479,95.33932,94.66795,93.9756,94.39047,94.43172,92.0107,92.45578,92.98055,95.3748,93.80259,94.18945,94.0786,93.3149,93.95979,94.0741,93.82835,93.21338,93.40737,94.18386,93.37653
2562.492,94.34561,93.28124,94.65115,93.14845,95.33475,94.6617,93.97198,94.38295,94.42488,92.00169,92.45152,92.97834,95.3726,93.80215,94.18624,94.07648,93.31071,93.95771,94.06897,93.82295,93.20677,93.40757,94.18071,93.37889
2562.974,94.33943,93.27338,94.64577,93.14346,95.32967,94.65611,93.96834,94.37431,94.41784,91.99303,92.44761,92.97589,95.37085,93.80136,94.18243,94.07309,93.30593,93.95464,94.06323,93.81749,93.19931,93.40595,94.17719,93.38071
2563.456,94.33412,93.26765,94.64223,93.14011,95.32451,94.65179,93.96508,94.36487,94.41063,91.98505,92.44426,92.97292,95.36945,93.80028,94.17832,94.068,93.30065,93.95014,94.05726,93.81219,93.19147,93.40237,94.17343,93.38125
2563.938,94.33014,93.26385,94.64008,93.1376,95.31933,94.64857,93.96214,94.3553,94.40354,91.97746,92.44124,92.96904,95.36804,93.79887,94.17405,94.06112,93.29502,93.94405,94.05138,93.80725,93.18378,93.39664,94.16927,93.37971
2564.421,94.32758,93.26102,94.63847,93.13469,95.31399,94.64578,93.95908,94.34628,94.39682,91.96983,92.43814,92.96416,95.36626,93.79696,94.16969,94.05255,93.28896,93.93642,94.04587,93.80266,93.17668,93.38886,94.16451,93.3756
2564.903,94.3261,93.25761,94.63607,93.12969,95.30832,94.64251,93.95531,94.33851,94.39086,91.96143,92.4342,92.95834,95.36362,93.79417,94.16503,94.04268,93.28237,93.92744,94.04095,93.79848,93.17059,93.37924,94.1589,93.36877
2565.385,94.32521,93.25229,94.632,93.12162,95.30231,94.63807,93.9505,94.33252,94.38586,91.95174,92.42889,92.95197,95.35992,93.79022,94.15987,94.03212,93.27533,93.91769,94.03671,93.79476,93.16566,93.3683,94.15242,93.35966
2565.867,94.32439,93.24433,94.62586,93.11024,95.29619,94.63232,93.94469,94.32854,94.38199,91.94063,92.42199,92.94562,95.35512,93.78498,94.154,94.0217,93.26817,93.90794,94.03328,93.79166,93.16203,93.35668,94.14526,93.34908
2566.349,94.32327,93.23395,94.61806,93.0965,95.29051,94.62585,93.93841,94.32619,94.37895,91.92831,92.41367,92.93977,95.34956,93.77876,94.14757,94.01211,93.26116,93.89887,94.03079,93.78931,93.15968,93.34528,94.13791,93.3382
2566.831,94.32154,93.22189,94.60934,93.0818,95.28584,94.61952,93.93238,94.32481,94.37628,91.91514,92.40438,92.93453,95.34362,93.77199,94.14088,94.0039,93.25468,93.89097,94.02911,93.7877,93.15834,93.33482,94.13089,93.32798
2567.313,94.31898,93.20927,94.60065,93.06776,95.28248,94.61427,93.92728,94.32327,94.37321,91.90144,92.39464,92.92954,95.33774,93.76532,94.13444,93.99724,93.24871,93.88425,94.02792,93.78649,93.15748,93.32585,94.12473,93.31901
2567.795,94.31536,93.19707,94.59268,93.05546,95.28028,94.6105,93.92332,94.32043,94.36906,91.88741,92.38483,92.92413,95.3321,93.75927,94.12871,93.99197,93.24299,93.87835,94.02666,93.78505,93.15636,93.31857,94.11971,93.31136
2568.278,94.31052,93.18596,94.58583,93.04543,95.27876,94.60813,93.9203,94.31552,94.3634,91.87319,92.37529,92.91763,95.32672,93.75417,94.12399,93.98775,93.23705,93.87267,94.02455,93.7826,93.15413,93.31286,94.11588,93.30475
2568.76,94.30437,93.17628,94.58013,93.03748,95.27703,94.60645,93.91767,94.30836,94.35638,91.85897,92.36611,92.90972,95.32135,93.75,94.12022,93.98415,93.23048,93.86672,94.02094,93.77853,93.15013,93.30844,94.11317,93.29878
2569.242,94.29718,93.16816,94.57552,93.03113,95.27438,94.60461,93.91479,94.29944,94.34859,91.84509,92.35737,92.90058,95.31586,93.74664,94.11723,93.98102,93.22315,93.86043,94.01536,93.77254,93.14402,93.30499,94.1114,93.2933
2569.724,94.28944,93.16164,94.57197,93.02587,95.27022,94.60181,93.91119,94.28986,94.34103,91.83206,92.34911,92.89098,95.3101,93.74382,94.11462,93.97823,93.21535,93.85406,94.00784,93.76481,93.1359,93.30215,94.11031,93.28828
2570.206,94.28185,93.15671,94.56953,93.02139,95.2644,94.59756,93.90667,94.28066,94.33456,91.82032,92.3413,92.88179,95.30425,93.74137,94.11217,93.97578,93.20753,93.84814,93.99876,93.75594,93.12627,93.29966,94.10963,93.28397
2570.688,94.27505,93.1532,94.56821,93.01744,95.25709,94.5917,93.90132,94.27277,94.32977,91.80994,92.33379,92.87374,95.29845,93.73898,94.10964,93.97358,93.20022,93.84312,93.98895,93.74675,93.11591,93.29708,94.10891,93.28048
2571.17,94.26949,93.15073,94.56792,93.01394,95.2487,94.58436,93.89535,94.26653,94.32662,91.80048,92.32626,92.86699,95.29299,93.7365,94.10703,93.97136,93.19357,93.83907,93.97929,93.73797,93.10562,93.29411,94.10769,93.27766
2571.652,94.2653,93.14868,94.56828,93.0106,95.2397,94.57584,93.88894,94.26154,94.32446,91.79102,92.31821,92.86111,95.28796,93.73369,94.10438,93.9687,93.18757,93.83566,93.97059,93.73012,93.09603,93.29035,94.10543,93.275
2572.135,94.26229,93.14653,94.56888,93.00727,95.23066,94.5666,93.8823,94.25719,94.32232,91.78057,92.30933,92.85535,95.28337,93.73041,94.10181,93.96528,93.1819,93.83237,93.96343,93.72343,93.08765,93.28564,94.10187,93.2719
2572.617,94.2601,93.14383,94.56918,93.00375,95.22214,94.55721,93.87561,94.25275,94.31928,91.76841,92.29951,92.84901,95.27912,93.72655,94.09949,93.96101,93.17649,93.8288,93.95808,93.718,93.08076,93.28007,94.09705,93.26787
2573.099,94.25836,93.14053,94.5687,93.00002,95.21468,94.54831,93.86912,94.2478,94.31474,91.75444,92.28906,92.84178,95.27516,93.7223,94.09757,93.95622,93.17142,93.82496,93.95447,93.7137,93.07546,93.27402,94.09137,93.26281
2573.581,94.25683,93.13689,94.56717,92.99624,95.20878,94.54063,93.86326,94.24228,94.3086,91.73924,92.27865,92.83392,95.27141,93.71786,94.09609,93.95161,93.16727,93.82139,93.95234,93.71052,93.07169,93.26805,94.08549,93.25706
2574.063,94.25534,93.13347,94.56451,92.99277,95.20467,94.53461,93.85842,94.23637,94.30118,91.72382,92.2691,92.8261,95.26791,93.71355,94.09503,93.94794,93.16459,93.81882,93.95125,93.70838,93.06927,93.26269,94.07994,93.25113
2574.545,94.25372,93.13038,94.56061,92.98962,95.20218,94.5303,93.85487,94.23042,94.29309,91.70911,92.26103,92.81902,95.26461,93.70956,94.09417,93.94577,93.16376,93.81797,93.95067,93.70705,93.0677,93.25807,94.07496,93.24545
2575.027,94.2517,93.12751,94.5554,92.98665,95.20074,94.52727,93.85251,94.22447,94.28484,91.69564,92.25467,92.81306,95.26141,93.70589,94.09316,93.94512,93.16448,93.81884,93.95,93.70618,93.06627,93.25393,94.0703,93.24001
2575.51,94.24889,93.12416,94.54869,92.98315,95.19934,94.52451,93.85088,94.2185,94.27686,91.68324,92.24973,92.80817,95.25805,93.70228,94.09156,93.94547,93.16583,93.82086,93.94867,93.70516,93.06422,93.24956,94.06522,93.23431
2575.991,94.2448,93.11958,94.54056,92.97849,95.19705,94.52105,93.84938,94.21223,94.26934,91.6714,92.24567,92.80396,95.2542,93.69836,94.08891,93.94587,93.16637,93.82278,93.94621,93.70332,93.06078,93.24421,94.05891,93.22764
2576.474,94.23911,93.11309,94.53121,92.97201,95.19302,94.516,93.84731,94.20556,94.26236,91.65951,92.24187,92.79985,95.24961,93.69383,94.08501,93.94541,93.16479,93.82333,93.94243,93.70016,93.05562,93.2373,94.05092,93.21937
2576.956,94.23187,93.10476,94.52139,92.96375,95.18705,94.50917,93.84437,94.19849,94.25594,91.64729,92.23804,92.79559,95.24421,93.68865,94.07985,93.94363,93.16037,93.82166,93.93729,93.69544,93.04878,93.22897,94.0415,93.20956
2577.438,94.22325,93.09505,94.51196,92.95408,95.1794,94.50101,93.84061,94.19142,94.25018,91.63506,92.23423,92.79121,95.23815,93.68305,94.07372,93.94054,93.15329,93.81763,93.93116,93.6894,93.04087,93.21983,94.03152,93.19891
2577.92,94.21386,93.08508,94.50395,92.94408,95.17085,94.49252,93.83646,94.18465,94.24506,91.62357,92.23086,92.78724,95.23187,93.67751,94.06703,93.93663,93.14455,93.81185,93.92442,93.68247,93.03265,93.21099,94.02246,93.18868
2578.402,94.20428,93.07584,94.49809,92.93474,95.16219,94.48472,93.83237,94.17852,94.24049,91.61353,92.22823,92.78406,95.22575,93.67248,94.06014,93.9326,93.13556,93.80535,93.91766,93.67541,93.02499,93.20348,94.01568,93.18023
2578.884,94.19498,93.06793,94.4945,92.9268,95.15402,94.47831,93.82867,94.17295,94.23615,91.60537,92.22648,92.78195,95.22009,93.66822,94.05318,93.92898,93.12759,93.7991,93.9113,93.6688,93.01846,93.19802,94.01212,93.17455
2579.366,94.18621,93.06123,94.49265,92.92027,95.14653,94.47327,93.82511,94.16756,94.23161,91.5987,92.2251,92.78059,95.21494,93.66461,94.04608,93.92588,93.12141,93.79367,93.90559,93.66305,93.01325,93.19456,94.01173,93.17169
2579.849,94.17805,93.05525,94.49166,92.91487,95.1396,94.46909,93.82121,94.16178,94.22635,91.59268,92.22337,92.77929,95.21014,93.66131,94.03863,93.92303,93.11697,93.78903,93.90065,93.65824,93.00919,93.19247,94.01369,93.17105
2580.331,94.17044,93.04918,94.49041,92.9098,95.1329,94.46487,93.81622,94.15508,94.2201,91.58604,92.22026,92.77713,95.20545,93.65788,94.03069,93.92003,93.11373,93.78485,93.89642,93.65427,93.00587,93.19066,94.0165,93.17137
2580.813,94.1635,93.04253,94.4882,92.9045,95.12637,94.45992,93.80971,94.14721,94.21279,91.57776,92.21507,92.77336,95.20069,93.65403,94.02248,93.9165,93.11086,93.78061,93.89272,93.65089,93.00294,93.18811,94.0187,93.17139
2581.295,94.15732,93.03523,94.48466,92.89866,95.12002,94.45397,93.80167,94.13833,94.20473,91.56722,92.20743,92.76756,95.19586,93.64979,94.01445,93.91244,93.1078,93.77612,93.88945,93.64782,93.00011,93.18404,94.01903,93.17007
2581.777,94.15216,93.0277,94.48,92.89239,95.11418,94.44736,93.79265,94.12875,94.19627,91.55455,92.19766,92.75984,95.19116,93.64541,94.00724,93.90812,93.10419,93.77141,93.88631,93.64477,92.99709,93.1782,94.0169,93.16699
2582.259,94.14813,93.02038,94.4746,92.88587,95.10915,94.44069,93.78355,94.11901,94.18786,91.54021,92.18639,92.75069,95.1868,93.64126,94.0014,93.90395,93.10011,93.76683,93.88309,93.64143,92.99371,93.17086,94.01245,93.16225
2582.741,94.14517,93.01357,94.46875,92.87924,95.10507,94.43472,93.77531,94.10936,94.1796,91.52496,92.17453,92.74079,95.18296,93.63762,93.99718,93.90022,93.0956,93.76257,93.87937,93.63745,92.98964,93.16248,94.00618,93.15619
2583.223,94.14291,93.00724,94.46268,92.87244,95.10159,94.4297,93.76845,94.09993,94.17151,91.50941,92.16284,92.73071,95.17957,93.63445,93.99432,93.89686,93.09077,93.75873,93.87485,93.63251,92.9845,93.1536,93.99875,93.14914
2583.706,94.14095,93.00109,94.45639,92.86524,95.09814,94.42552,93.76295,94.09071,94.16346,91.49407,92.15195,92.72093,95.17645,93.6315,93.99219,93.89353,93.08543,93.75499,93.86926,93.62641,92.97806,93.14473,93.99089,93.1414
2584.188,94.13877,92.99478,94.44993,92.8575,95.09399,94.42154,93.75835,94.08177,94.15545,91.47918,92.14217,92.71176,95.17325,93.62832,93.99012,93.88971,93.07942,93.75097,93.86258,93.61921,92.97028,93.13611,93.98309,93.13309
2584.67,94.13618,92.9882,94.44347,92.84927,95.08858,94.41695,93.75381,94.07333,94.14767,91.46487,92.13354,92.70335,95.16976,93.62459,93.98756,93.88501,93.0726,93.74627,93.8549,93.61119,92.96146,93.12803,93.97572,93.12439
2585.152,94.13313,92.9817,94.43758,92.84108,95.08169,94.41101,93.74856,94.06575,94.1406,91.4512,92.12589,92.69584,95.16589,93.62018,93.98438,93.8794,93.06509,93.74085,93.84655,93.60285,92.95213,93.12054,93.96899,93.11549
2585.634,94.12984,92.97584,94.43293,92.83367,95.07351,94.40332,93.74213,94.05943,94.13477,91.43824,92.11893,92.68925,95.16177,93.61528,93.9809,93.87319,93.05721,93.73488,93.83797,93.5948,92.94311,93.11376,93.96302,93.10677
2586.116,94.1264,92.97102,94.43004,92.82761,95.06454,94.3939,93.73445,94.05451,94.13055,91.42578,92.11214,92.68346,95.15753,93.61012,93.97756,93.86695,93.04942,93.72872,93.82951,93.58742,92.93491,93.10766,93.95776,93.09852
2586.598,94.12282,92.96735,94.42908,92.82317,95.05541,94.38318,93.72594,94.05074,94.12788,91.41348,92.10496,92.67817,95.15337,93.60493,93.97474,93.86126,93.04202,93.72267,93.82138,93.58089,92.92783,93.10208,93.95304,93.09094
2587.08,94.1188,92.9642,94.42953,92.81984,95.04668,94.37184,93.71721,94.04745,94.12641,91.40076,92.09676,92.67287,95.14922,93.59972,93.97246,93.85636,93.03516,93.71683,93.81357,93.575,92.92159,93.09672,93.94856,93.08403
2587.563,94.11399,92.96062,94.43047,92.81676,95.0388,94.36078,93.70905,94.04375,94.12527,91.38721,92.0873,92.66718,95.14496,93.59435,93.97034,93.85222,93.02868,93.71104,93.806,93.56947,92.9158,93.09129,93.94405,93.0776
2588.045,94.10812,92.95555,94.43072,92.81284,95.03205,94.35087,93.70215,94.03902,94.12374,91.37254,92.07655,92.66071,95.14033,93.58848,93.96771,93.84862,93.02245,93.70518,93.79859,93.56396,92.90996,93.08554,93.93931,93.0714
2588.527,94.10114,92.94844,94.42933,92.80732,95.02669,94.34289,93.69707,94.03286,94.12112,91.35694,92.06499,92.65345,95.13525,93.58196,93.96406,93.84516,93.01634,93.69917,93.79136,93.55838,92.90379,93.07936,93.93436,93.06535
2589.009,94.0934,92.93933,94.42584,92.79998,95.02274,94.33735,93.69411,94.02544,94.11716,91.34104,92.05338,92.64571,95.12971,93.57481,93.95909,93.84169,93.01051,93.69325,93.78448,93.55291,92.89733,93.07279,93.92938,93.05939
2589.491,94.0854,92.92903,94.42042,92.79131,95.02013,94.33427,93.69311,94.01729,94.11198,91.32565,92.04252,92.63792,95.12386,93.56731,93.95299,93.83813,93.00513,93.68777,93.7782,93.54782,92.89084,93.06597,93.92463,93.05364
2589.973,94.07774,92.91846,94.41355,92.78198,95.01845,94.3331,93.69359,94.00903,94.10583,91.31139,92.03297,92.63049,95.1179,93.55984,93.94624,93.83456,93.00043,93.68313,93.7727,93.54337,92.88456,93.05896,93.92029,93.04819
2590.455,94.07074,92.90852,94.40595,92.77279,95.01707,94.33281,93.69469,94.00111,94.09898,91.29861,92.02486,92.62369,95.11194,93.55276,93.93945,93.83104,92.99628,93.67938,93.76809,93.53966,92.87861,93.05174,93.91638,93.04296
2590.938,94.06434,92.89954,94.39812,92.76404,95.01511,94.33201,93.69533,93.99371,94.09167,91.28706,92.01781,92.61745,95.10591,93.54612,93.93299,93.82737,92.9922,93.6762,93.76424,93.53645,92.87276,93.04415,93.91264,93.03773
2591.419,94.05826,92.89138,94.39033,92.75568,95.01176,94.32947,93.69449,93.98669,94.08395,91.27621,92.01122,92.6117,95.09966,93.53983,93.9269,93.82329,92.98754,93.67294,93.76086,93.53323,92.86656,93.03604,93.90863,93.03214
2591.902,94.05201,92.88345,94.38251,92.74721,95.00647,94.32437,93.69147,93.97996,94.07596,91.2654,92.00442,92.60622,95.09296,93.53353,93.92085,93.81843,92.98164,93.66886,93.7576,93.52959,92.85958,93.02732,93.90393,93.02594
2592.384,94.04539,92.87537,94.37473,92.73835,94.99923,94.31665,93.68618,93.97341,94.06781,91.25416,91.99708,92.60106,95.08571,93.52691,93.91441,93.81258,92.97417,93.66344,93.75417,93.52518,92.8516,93.01824,93.89835,93.01913
2592.866,94.03831,92.86687,94.36696,92.72889,94.9905,94.30698,93.67901,93.96729,94.0599,91.24229,91.98917,92.59624,95.07803,93.51976,93.9072,93.80579,92.96537,93.65668,93.75034,93.51994,92.84276,93.00924,93.89193,93.01196
2593.348,94.03114,92.85816,94.35946,92.71907,94.98109,94.2965,93.67079,93.9618,94.05251,91.22992,91.98093,92.59198,95.07027,93.51212,93.8991,93.79847,92.95593,93.64901,93.74603,93.5141,92.83354,93.00089,93.88493,93.00479
2593.83,94.02432,92.84958,94.35243,92.70924,94.97185,94.28641,93.66248,93.95718,94.04594,91.21719,91.97269,92.58817,95.06275,93.50414,93.8903,93.79109,92.9468,93.64112,93.74118,93.50796,92.82457,92.99365,93.87782,92.99804
2594.312,94.0182,92.84142,94.3461,92.69985,94.96337,94.2775,93.65472,93.95329,94.04016,91.20411,91.96458,92.58448,95.05581,93.49607,93.88123,93.78408,92.93867,93.63361,93.73579,93.50185,92.8164,92.98782,93.87104,92.99191
2594.794,94.01299,92.83362,94.34035,92.69094,94.95593,94.27003,93.64787,93.94968,94.03489,91.1905,91.95644,92.58021,95.04951,93.48811,93.87225,93.77763,92.93188,93.62677,93.7299,93.49599,92.80933,92.9832,93.86485,92.98633
2595.277,94.00861,92.82601,94.33503,92.68252,94.9494,94.26373,93.64172,93.94565,94.02958,91.1761,91.94801,92.57462,95.04382,93.48039,93.86373,93.77159,92.92619,93.62045,93.72358,93.49033,92.80331,92.97948,93.85942,92.98105
2595.759,94.00471,92.81815,94.32967,92.67419,94.94353,94.25803,93.63588,93.94046,94.02376,91.16071,91.93893,92.56708,95.03851,93.47295,93.85576,93.76564,92.92098,93.61426,93.71701,93.48489,92.79822,92.97614,93.85475,92.97581
2596.241,94.00101,92.80986,94.32401,92.66582,94.93808,94.25247,93.62995,93.9336,94.01701,91.14438,91.92911,92.55747,95.03355,93.46596,93.84848,93.75937,92.91551,93.60773,93.71049,93.47957,92.79375,92.9727,93.85076,92.9705
2596.723,93.9972,92.80128,94.31802,92.65742,94.93288,94.2468,93.6237,93.92507,94.00938,91.1274,91.91862,92.54607,95.02888,93.45959,93.84185,93.75272,92.90941,93.60077,93.70428,93.4743,92.78973,92.96888,93.8473,92.96516
2597.205,93.99318,92.79289,94.31194,92.64931,94.92793,94.24115,93.61722,93.91511,94.00103,91.11034,91.90788,92.53373,95.02473,93.45409,93.83601,93.74585,92.90255,93.59357,93.69856,93.46901,92.78593,92.96449,93.84407,92.95991
2597.687,93.98887,92.78512,94.30608,92.6418,94.92308,94.23573,93.61069,93.90426,93.99245,91.09361,91.89723,92.5213,95.02119,93.44969,93.83115,93.7393,92.89532,93.5867,93.69338,93.46353,92.78221,92.95947,93.84074,92.95477
2598.169,93.98429,92.77827,94.30083,92.63516,94.9181,94.23074,93.60445,93.89304,93.98391,91.07738,91.88691,92.50957,95.01829,93.44645,93.82742,93.73369,92.88822,93.58075,93.68855,93.45765,92.77834,92.95385,93.83691,92.94965
2598.651,93.9793,92.77216,94.2962,92.62925,94.91256,94.22609,93.59863,93.8818,93.9756,91.06159,91.87693,92.49895,95.0157,93.44413,93.82476,93.72945,92.88177,93.5761,93.68379,93.45117,92.77405,92.94762,93.8322,92.94418
2599.134,93.97388,92.76622,94.29202,92.62367,94.90611,94.2215,93.59323,93.8708,93.96754,91.04599,91.8672,92.48956,95.013,93.44234,93.82303,93.7268,92.8762,93.57281,93.67885,93.44402,92.76917,92.94094,93.82656,92.9381
2599.616,93.96786,92.75975,94.28785,92.61784,94.89857,94.21658,93.58815,93.86019,93.95961,91.03036,91.8576,92.48125,95.00953,93.44054,93.82173,93.72546,92.87148,93.5705,93.67359,93.43638,92.76365,92.93401,93.82015,92.9312
2600.098,93.96138,92.75227,94.28335,92.61139,94.89021,94.21104,93.5833,93.85006,93.9517,91.01475,91.84821,92.47388,95.00473,93.43813,93.82026,93.72485,92.86717,93.56853,93.6682,93.4288,92.75783,92.92719,93.81358,92.92371
2600.58,93.95459,92.74368,94.27826,92.60417,94.8816,94.20478,93.57865,93.84058,93.94382,90.99944,91.83923,92.46732,94.99841,93.43477,93.81813,93.72422,92.86285,93.56621,93.66296,93.422,92.7522,92.92084,93.80752,92.9161
2601.062,93.94785,92.73442,94.27266,92.59649,94.87356,94.19796,93.57423,93.83189,93.93605,90.98492,91.83105,92.46158,94.99068,93.43023,93.8149,93.72279,92.85793,93.5629,93.65812,93.41657,92.74728,92.91518,93.80257,92.90895
2601.544,93.94138,92.72507,94.26678,92.58869,94.86669,94.19075,93.57003,93.824,93.92852,90.97153,91.82393,92.45666,94.982,93.42459,93.81046,93.71989,92.8519,93.55822,93.65379,93.41286,92.74345,92.91003,93.79884,92.9026
2602.026,93.9354,92.71613,94.26091,92.58109,94.86124,94.18343,93.56593,93.81676,93.92133,90.95933,91.81783,92.4524,94.97309,93.41802,93.805,93.7151,92.84433,93.55191,93.64974,93.41061,92.74055,92.905,93.79603,92.89702
2602.508,93.92992,92.70767,94.25521,92.57356,94.85683,94.17594,93.56162,93.80979,93.91452,90.94798,91.81234,92.44851,94.96455,93.41079,93.79884,93.70831,92.83506,93.54403,93.64549,93.40898,92.738,92.89938,93.79337,92.89175
2602.99,93.92484,92.69939,94.24966,92.56576,94.85268,94.16833,93.55665,93.80277,93.90808,90.93703,91.80685,92.44458,94.95694,93.4032,93.79241,93.69971,92.82413,93.53481,93.64043,93.4069,92.73491,92.89264,93.79001,92.88615
2603.473,93.91997,92.69059,94.24398,92.55699,94.84794,94.16059,93.55072,93.79557,93.90211,90.92594,91.80062,92.44018,94.95058,93.3956,93.78619,93.6898,92.812,93.52472,93.63413,93.4033,92.73042,92.88453,93.7854,92.87966
2603.955,93.91513,92.68067,94.23788,92.54677,94.84198,94.15291,93.54374,93.78834,93.89679,90.91446,91.7932,92.4351,94.94556,93.38837,93.78051,93.67925,92.79935,93.51438,93.6265,93.39755,92.72401,92.87532,93.77949,92.87216
2604.437,93.91025,92.6694,94.23118,92.53501,94.83468,94.14565,93.53598,93.78152,93.89238,90.90251,91.78431,92.42924,94.94162,93.38168,93.77547,93.66882,92.78712,93.50455,93.61782,93.3897,92.71574,92.86572,93.77277,92.86395
2604.919,93.90524,92.65702,94.22383,92.52208,94.82646,94.13925,93.52807,93.77561,93.88909,90.89031,91.77416,92.42283,94.93851,93.37576,93.77109,93.6592,92.77618,93.49591,93.60869,93.38034,92.70613,92.85661,93.76604,92.85573
2605.401,93.89999,92.64415,94.216,92.50872,94.81808,94.13405,93.52074,93.77091,93.88692,90.87794,91.76305,92.41603,94.93559,93.3704,93.76707,93.65082,92.76715,93.48884,93.59975,93.37041,92.69605,92.84864,93.76003,92.84806
2605.883,93.89425,92.63152,94.20797,92.49579,94.81026,94.13004,93.51457,93.76729,93.88551,90.86525,91.75134,92.40895,94.93238,93.36534,93.76313,93.64375,92.76008,93.48329,93.59148,93.36082,92.68623,92.84206,93.75506,92.8413
2606.365,93.88766,92.61967,94.19991,92.48383,94.80353,94.12683,93.50984,93.76411,93.8842,90.85186,91.73931,92.40157,94.92836,93.36008,93.7589,93.63773,92.75468,93.4789,93.58404,93.3522,92.67716,92.83658,93.75087,92.83526
2606.847,93.87992,92.60888,94.19202,92.47311,94.79796,94.12376,93.50639,93.76061,93.88219,90.83736,91.7272,92.39382,94.92321,93.35418,93.75407,93.63225,92.75022,93.47495,93.5773,93.34473,92.66893,92.83157,93.74686,92.82939
2607.33,93.87088,92.59901,94.18432,92.46343,94.79326,94.12005,93.50367,93.75594,93.87881,90.82138,91.71512,92.38551,94.91698,93.34741,93.74865,93.62685,92.74605,93.47088,93.57106,93.33834,92.66139,92.82637,93.74231,92.8231
2607.812,93.86079,92.58989,94.17686,92.45451,94.78893,94.11506,93.50102,93.74972,93.87366,90.80396,91.70327,92.37663,94.91005,93.3399,93.74277,93.62119,92.74163,93.46626,93.56516,93.33276,92.65434,92.82063,93.73685,92.81603
2608.294,93.85012,92.58121,94.16962,92.44595,94.78436,94.10853,93.4978,93.74191,93.86682,90.78555,91.69188,92.36729,94.90308,93.33208,93.73679,93.61525,92.73686,93.4612,93.55961,93.3278,92.64769,92.81435,93.73053,92.8082
2608.776,93.83968,92.57298,94.1628,92.43769,94.77909,94.10043,93.49356,93.73305,93.85875,90.76685,91.68118,92.35775,94.89678,93.32452,93.73111,93.60919,92.73182,93.45589,93.55462,93.32341,92.64159,92.80791,93.72386,92.80005
2609.258,93.83031,92.56521,94.15651,92.42976,94.77274,94.09099,93.48811,93.72372,93.85005,90.74854,91.67129,92.34825,94.89164,93.31773,93.72594,93.60326,92.72672,93.45075,93.5504,93.31961,92.63622,92.80164,93.71752,92.79205
2609.74,93.82256,92.55798,94.15089,92.42236,94.76513,94.08051,93.48145,93.71436,93.84124,90.73114,91.66222,92.33906,94.88785,93.312,93.72138,93.59756,92.72156,93.44591,93.547,93.31639,92.63168,92.79581,93.7121,92.78468
2610.222,93.81665,92.55119,94.14589,92.41547,94.75623,94.06918,93.47371,93.70516,93.83258,90.71483,91.65382,92.33025,94.88498,93.30713,93.71716,93.59198,92.71614,93.44116,93.54419,93.31355,92.62776,92.79018,93.70763,92.77785
